loan_id,customer_id,loan_type,loan_amount,repayment_term,application_date,approved
LOAN_000815,CUST_001015,personal,9725.57,5,2023-02-18,True
LOAN_000816,CUST_001525,personal,20471.19,4,2021-04-22,True
LOAN_000817,CUST_000880,mortgage,167712.83,25,2022-10-17,False
LOAN_000818,CUST_000189,mortgage,199548.9,20,2022-10-31,False
LOAN_000819,CUST_000645,mortgage,231600.08,30,2021-10-15,False
LOAN_000820,CUST_001490,auto,29763.02,4,2022-03-04,True
LOAN_000821,CUST_001115,auto,23448.81,5,2023-10-06,True
LOAN_000822,CUST_000870,personal,3576.62,2,2022-02-19,False
LOAN_000823,CUST_001755,education,24208.04,15,2023-08-31,True
LOAN_000824,CUST_000268,business,124437.72,7,2023-11-23,False
LOAN_000825,CUST_000528,business,103580.58,7,2021-10-07,False
LOAN_000826,CUST_001240,personal,14042.47,3,2021-04-21,True
LOAN_000827,CUST_001787,personal,5082.77,5,2023-09-15,False
LOAN_000828,CUST_000686,business,72024.42,7,2021-04-24,True
LOAN_000829,CUST_001048,mortgage,335426.78,25,2022-04-20,False
LOAN_000830,CUST_001108,auto,7225.67,6,2023-01-11,True
LOAN_000831,CUST_001543,personal,25667.44,4,2023-05-07,True
LOAN_000832,CUST_000819,mortgage,241553.92,25,2021-03-31,False
LOAN_000833,CUST_001780,education,14130.2,7,2022-06-10,True
LOAN_000834,CUST_000632,personal,16019.87,5,2021-08-18,True
LOAN_000835,CUST_001208,personal,9841.39,5,2021-08-24,True
LOAN_000836,CUST_001482,education,16876.78,10,2023-02-14,False
LOAN_000837,CUST_001357,personal,3899.15,4,2022-08-23,True
LOAN_000838,CUST_001585,mortgage,143035.07,25,2023-03-17,False
LOAN_000839,CUST_001413,mortgage,302977.17,30,2023-02-05,True
LOAN_000840,CUST_059278,mortgage,239250.2,15,2022-02-19,True
LOAN_000841,CUST_001165,business,52488.84,10,2022-06-23,True
LOAN_000842,CUST_000649,personal,12739.22,4,2021-04-24,True
LOAN_000843,CUST_001931,auto,37757.0,6,2023-08-30,False
LOAN_000844,CUST_001408,business,41102.9,5,2023-07-18,True
LOAN_000845,CUST_000553,personal,19270.41,2,2021-05-26,False
LOAN_000846,CUST_001888,mortgage,252876.5,15,2022-11-09,False
LOAN_000847,CUST_085321,mortgage,273268.62,30,2021-06-01,False
LOAN_000848,CUST_000330,mortgage,169759.9,30,2023-01-23,True
LOAN_000849,CUST_000808,personal,17205.26,4,2022-12-24,True
LOAN_000850,CUST_000144,personal,1000.0,3,2023-08-25,True
LOAN_000851,CUST_000702,business,89202.22,10,2022-01-25,True
LOAN_000852,CUST_000951,personal,15401.52,2,2023-05-13,True
LOAN_000853,CUST_000063,personal,25439.59,3,2021-09-20,False
LOAN_000854,CUST_001608,business,24767.48,10,2021-12-11,True
LOAN_000855,CUST_001149,personal,24858.57,4,2021-06-15,True
LOAN_000856,CUST_001025,mortgage,363487.18,25,2023-12-29,True
LOAN_000857,CUST_000983,business,70399.06,3,2021-08-14,True
LOAN_000858,CUST_001270,mortgage,301339.29,30,2022-12-31,False
LOAN_000859,CUST_000210,personal,14905.28,3,2021-06-11,False
LOAN_000860,CUST_001190,mortgage,267907.14,20,2021-09-03,False
LOAN_000861,CUST_001309,personal,27222.74,3,2023-03-04,False
LOAN_000862,CUST_000312,mortgage,162495.15,30,2023-11-09,False
LOAN_000863,CUST_001610,mortgage,519613.76,20,2023-11-06,True
LOAN_000864,CUST_001129,mortgage,124379.83,30,2021-06-04,False
LOAN_000865,CUST_000480,personal,19168.7,5,2023-10-15,True
LOAN_000866,CUST_022187,education,38746.43,10,2023-04-20,True
LOAN_000867,CUST_000565,personal,18633.85,2,2023-12-20,True
LOAN_000868,CUST_001966,business,50901.96,3,2022-04-08,False
LOAN_000869,CUST_001955,mortgage,141105.8,25,2023-08-20,True
LOAN_000870,CUST_000299,mortgage,172960.84,30,2022-07-14,True
LOAN_000871,CUST_000595,personal,13064.24,3,2022-08-24,True
LOAN_000872,CUST_001535,mortgage,161408.11,30,2023-07-01,False
LOAN_000873,CUST_000638,auto,18944.28,6,2023-09-01,False
LOAN_000874,CUST_000908,mortgage,255206.63,20,2021-12-01,False
LOAN_000875,CUST_001561,mortgage,122563.39,30,2022-10-20,False
LOAN_000876,CUST_001949,mortgage,348882.56,15,2022-12-06,True
LOAN_000877,CUST_000960,education,26568.57,10,2023-02-08,True
LOAN_000878,CUST_001110,business,183316.63,7,2021-12-13,True
LOAN_000879,CUST_001033,education,32147.0,5,2022-04-03,False
LOAN_000880,CUST_000595,education,24259.41,10,2021-03-10,False
LOAN_000881,CUST_001939,education,39487.87,10,2023-05-04,True
LOAN_000882,CUST_001643,education,36062.21,10,2021-05-10,True
LOAN_000883,CUST_001124,business,23354.34,5,2023-09-26,True
LOAN_000884,CUST_001258,personal,19844.62,3,2023-11-22,True
LOAN_000885,CUST_000522,personal,23103.96,4,2023-09-29,True
LOAN_000886,CUST_000164,personal,19943.11,4,2022-05-11,True
LOAN_000887,CUST_000395,auto,32015.9,5,2021-09-21,False
LOAN_000888,CUST_000750,personal,20250.14,3,2023-02-07,True
LOAN_000889,CUST_001521,personal,13531.47,5,2021-08-07,False
LOAN_000890,CUST_000269,personal,7761.25,4,2023-10-31,True
LOAN_000891,CUST_001268,auto,32627.16,6,2022-12-20,False
LOAN_000892,CUST_000325,auto,14795.12,4,2021-01-01,True
LOAN_000893,CUST_000559,business,149040.37,7,2022-07-22,False
LOAN_000894,CUST_001945,mortgage,288109.37,30,2023-10-08,False
LOAN_000895,CUST_001898,personal,13638.39,2,2022-10-28,True
LOAN_000896,CUST_001921,personal,18693.83,5,2022-11-30,False
LOAN_000897,CUST_001487,mortgage,405718.35,25,2021-03-25,False
LOAN_000898,CUST_001758,personal,25203.31,4,2023-12-14,True
LOAN_000899,CUST_000852,business,81240.03,5,2023-06-16,False
LOAN_000900,CUST_001539,business,62463.1,10,2023-06-17,False
LOAN_000901,CUST_000249,personal,14638.3,5,2021-01-28,False
LOAN_000902,CUST_000341,auto,13132.01,3,2023-10-23,False
LOAN_000903,CUST_000672,business,52202.97,3,2023-01-09,True
LOAN_000904,CUST_001708,auto,32595.42,5,2022-02-10,True
LOAN_000905,CUST_000501,personal,1000.0,4,2021-02-23,False
LOAN_000906,CUST_001284,mortgage,84996.37,20,2021-02-14,False
LOAN_000907,CUST_001766,auto,29140.53,5,2022-04-20,False
LOAN_000908,CUST_001747,business,111093.49,7,2023-02-08,True
LOAN_000909,CUST_001198,personal,11718.43,4,2022-10-03,False
LOAN_000910,CUST_033781,mortgage,155665.63,15,2023-07-21,False
LOAN_000911,CUST_000233,auto,7160.77,4,2023-07-06,True
LOAN_000912,CUST_001603,auto,20493.82,7,2022-03-28,True
LOAN_000913,CUST_001996,personal,10084.95,2,2022-12-31,False
LOAN_000914,CUST_000362,mortgage,149396.02,30,2022-02-25,True
LOAN_000915,CUST_000025,auto,28361.87,5,2022-12-14,False
LOAN_000916,CUST_000790,personal,22213.58,5,2021-01-31,False
LOAN_000917,CUST_000174,mortgage,288475.56,25,2022-04-09,False
LOAN_000918,CUST_001063,personal,18350.05,5,2021-01-22,True
LOAN_000919,CUST_000718,mortgage,160868.89,20,2023-12-13,False
LOAN_000920,CUST_001732,personal,22928.78,5,2023-07-01,True
LOAN_000921,CUST_001992,personal,5919.15,4,2021-07-19,False
LOAN_000922,CUST_000227,personal,12302.96,3,2021-08-18,True
LOAN_000923,CUST_000240,mortgage,290363.46,25,2021-04-09,False
LOAN_000924,CUST_001190,personal,19624.31,4,2023-11-22,True
LOAN_000925,CUST_001102,mortgage,292859.82,25,2022-02-10,True
LOAN_000926,CUST_001142,business,65027.42,7,2023-06-05,False
LOAN_000927,CUST_000722,mortgage,254171.09,30,2023-09-06,True
LOAN_000928,CUST_000021,auto,22769.26,3,2022-08-20,True
LOAN_000929,CUST_000646,auto,17007.93,5,2022-01-21,True
LOAN_000930,CUST_000646,mortgage,392429.77,30,2023-11-30,False
LOAN_000931,CUST_001767,mortgage,286220.94,15,2023-10-21,True
LOAN_000932,CUST_000026,mortgage,338887.19,30,2021-04-03,True
LOAN_000933,CUST_000342,mortgage,284745.87,30,2021-11-16,True
LOAN_000934,CUST_000552,personal,1000.0,2,2021-01-31,True
LOAN_000935,CUST_000498,business,116035.62,7,2021-04-22,False
LOAN_000936,CUST_000987,education,8473.38,15,2023-04-14,True
LOAN_000937,CUST_001357,education,47017.66,7,2022-12-07,True
LOAN_000938,CUST_001217,education,21279.26,5,2023-09-25,True
LOAN_000939,CUST_001419,mortgage,271429.6,20,2022-06-30,False
LOAN_000940,CUST_001447,personal,1000.0,5,2023-06-18,False
LOAN_000941,CUST_000312,personal,20713.71,5,2022-05-16,True
LOAN_000942,CUST_001818,personal,19264.26,5,2022-09-28,False
LOAN_000943,CUST_001962,personal,20325.87,5,2023-01-16,True
LOAN_000944,CUST_001949,personal,12643.96,5,2021-04-29,False
LOAN_000945,CUST_001618,business,118783.1,5,2023-10-24,True
LOAN_000946,CUST_001655,personal,30943.03,3,2021-04-26,True
LOAN_000947,CUST_000501,mortgage,192581.95,20,2022-12-20,True
LOAN_000948,CUST_001057,personal,14547.95,2,2022-02-01,True
LOAN_000949,CUST_001272,personal,3971.32,2,2023-08-23,False
LOAN_000950,CUST_001875,mortgage,369300.38,15,2023-08-10,True
LOAN_000951,CUST_001789,personal,17039.2,3,2022-08-01,True
LOAN_000952,CUST_000323,education,42572.03,15,2022-12-05,True
LOAN_000953,CUST_001487,auto,26370.25,3,2023-05-30,True
LOAN_000954,CUST_001609,mortgage,239057.65,30,2021-09-28,True
LOAN_000955,CUST_000762,auto,31735.06,5,2022-08-13,True
LOAN_000956,CUST_001906,personal,8811.37,3,2022-03-01,False
LOAN_000957,CUST_001733,mortgage,120893.76,15,2021-05-27,False
LOAN_000958,CUST_001521,mortgage,183728.89,30,2023-03-09,False
LOAN_000959,CUST_001998,mortgage,204825.63,20,2022-06-10,True
LOAN_000960,CUST_000714,business,122307.45,7,2023-08-19,True
LOAN_000961,CUST_000869,personal,24338.98,5,2022-12-21,False
LOAN_000962,CUST_001640,auto,32799.04,5,2022-05-19,False
LOAN_000963,CUST_000051,business,58042.7,7,2021-06-14,True
LOAN_000964,CUST_000493,auto,35061.93,3,2022-09-23,True
LOAN_000965,CUST_000514,auto,7377.25,3,2021-12-09,True
LOAN_000966,CUST_001674,business,51208.86,5,2023-10-30,True
LOAN_000967,CUST_001959,mortgage,199331.85,30,2021-08-23,True
LOAN_000968,CUST_001005,personal,12578.24,3,2022-10-30,False
LOAN_000969,CUST_001671,mortgage,194037.62,25,2023-08-17,False
LOAN_000970,CUST_001750,personal,3545.97,4,2022-08-03,True
LOAN_000971,CUST_001596,business,37821.13,5,2021-12-28,True
LOAN_000972,CUST_001423,mortgage,376470.51,30,2023-10-07,True
LOAN_000973,CUST_001534,personal,6125.18,3,2022-09-02,True
LOAN_000974,CUST_000210,mortgage,387284.75,20,2023-11-02,False
LOAN_000975,CUST_000382,personal,12458.53,3,2023-12-19,True
LOAN_000976,CUST_000694,auto,40012.24,6,2022-03-05,True
LOAN_000977,CUST_001780,personal,17318.72,3,2023-07-29,True
LOAN_000978,CUST_000004,mortgage,195250.76,25,2022-12-03,True
LOAN_000979,CUST_000181,business,93176.44,5,2022-04-21,True
LOAN_000980,CUST_000179,business,138099.87,3,2022-08-13,True
LOAN_000981,CUST_000326,personal,14117.79,5,2022-08-03,True
LOAN_000982,CUST_000595,mortgage,240059.21,30,2021-11-24,True
LOAN_000983,CUST_001760,mortgage,268906.92,20,2022-08-14,False
LOAN_000984,CUST_000848,personal,31226.52,3,2021-11-28,True
LOAN_000985,CUST_000426,auto,9561.53,4,2022-05-21,True
LOAN_000986,CUST_001039,business,31401.28,5,2021-09-20,True
LOAN_000987,CUST_000162,personal,20218.85,5,2023-01-28,False
LOAN_000988,CUST_000255,personal,12441.03,4,2023-09-07,False
LOAN_000989,CUST_001536,business,40144.89,5,2021-08-12,True
LOAN_000990,CUST_000470,mortgage,247355.56,25,2021-11-10,True
LOAN_000991,CUST_001913,mortgage,268303.18,25,2022-08-21,False
LOAN_000992,CUST_001131,mortgage,397389.08,25,2022-09-21,True
LOAN_000993,CUST_001888,personal,8091.84,4,2022-06-19,True
LOAN_000994,CUST_001278,personal,29577.86,3,2021-03-25,False
LOAN_000995,CUST_001551,personal,17966.16,4,2022-05-25,True
LOAN_000996,CUST_033845,education,14387.79,10,2023-01-15,False
LOAN_000997,CUST_000428,mortgage,173408.37,20,2022-02-26,False
LOAN_000998,CUST_000228,auto,22129.9,4,2021-02-28,True
LOAN_000999,CUST_001475,mortgage,50000.0,30,2021-06-01,True
LOAN_001000,CUST_000469,mortgage,61047.18,30,2023-09-18,False
LOAN_001001,CUST_001683,personal,24927.67,2,2021-04-19,True
LOAN_001002,CUST_001018,personal,24757.76,2,2022-05-10,True
LOAN_001003,CUST_001063,business,131822.84,3,2023-10-19,False
LOAN_001004,CUST_000287,auto,26384.75,3,2023-02-14,False
LOAN_001005,CUST_000757,auto,19362.08,5,2021-08-06,False
LOAN_001006,CUST_001551,personal,7828.94,3,2022-11-01,True
LOAN_001007,CUST_001849,mortgage,207711.31,30,2022-06-28,True
LOAN_001008,CUST_001887,auto,12751.97,4,2023-01-24,True
LOAN_001009,CUST_001785,mortgage,50290.42,30,2021-08-07,True
LOAN_001010,CUST_000908,mortgage,272639.95,30,2021-05-12,True
LOAN_001011,CUST_001149,mortgage,351188.22,25,2021-02-08,True
LOAN_001012,CUST_000132,education,35080.72,5,2021-06-06,True
LOAN_001013,CUST_000884,mortgage,178888.62,25,2021-03-17,False
LOAN_001014,CUST_000879,personal,1000.0,3,2023-01-22,True
LOAN_001015,CUST_000449,mortgage,127455.2,25,2021-05-31,True
LOAN_001016,CUST_001870,business,163259.07,3,2021-09-23,False
LOAN_001017,CUST_000968,auto,29300.78,6,2021-12-07,True
LOAN_001018,CUST_000345,personal,11745.61,4,2023-06-23,True
LOAN_001019,CUST_000455,auto,28109.96,7,2023-08-10,False
LOAN_001020,CUST_001005,mortgage,277431.67,20,2022-02-11,False
LOAN_001021,CUST_001452,auto,17435.52,4,2022-08-31,True
LOAN_001022,CUST_001437,business,175902.8,10,2021-08-17,False
LOAN_001023,CUST_000286,auto,40016.24,5,2022-07-04,False
LOAN_001024,CUST_000565,mortgage,146605.38,25,2021-03-19,True
LOAN_001025,CUST_001453,auto,12643.7,5,2021-03-16,True
LOAN_001026,CUST_001376,personal,14197.29,4,2022-02-12,True
LOAN_001027,CUST_000952,personal,11127.87,5,2023-08-14,True
LOAN_001028,CUST_000915,business,73034.38,5,2021-10-16,True
LOAN_001029,CUST_001470,personal,1735.59,2,2022-11-08,True
LOAN_001030,CUST_001651,auto,22266.78,6,2023-08-30,True
LOAN_001031,CUST_001733,mortgage,237479.88,30,2023-01-18,True
LOAN_001032,CUST_000401,business,103318.96,5,2023-12-06,False
LOAN_001033,CUST_000617,business,135619.7,5,2022-07-03,True
LOAN_001034,CUST_001347,mortgage,339672.77,15,2022-01-26,True
LOAN_001035,CUST_000747,business,119639.39,5,2023-07-07,False
LOAN_001036,CUST_001687,business,142857.32,5,2023-07-24,True
LOAN_001037,CUST_001634,auto,26210.14,3,2022-11-04,True
LOAN_001038,CUST_001385,personal,14272.5,5,2023-08-14,True
LOAN_001039,CUST_001138,auto,26871.94,5,2021-04-17,True
LOAN_001040,CUST_000851,business,130497.16,3,2023-01-11,False
LOAN_001041,CUST_000172,mortgage,199484.31,30,2022-07-16,False
LOAN_001042,CUST_000959,personal,11862.36,4,2021-05-04,True
LOAN_001043,CUST_001402,mortgage,228231.05,20,2021-12-24,True
LOAN_001044,CUST_000387,personal,13171.43,3,2021-09-19,True
LOAN_001045,CUST_001523,auto,7754.97,3,2023-06-18,False
LOAN_001046,CUST_001278,mortgage,300551.27,20,2023-03-28,False
LOAN_001047,CUST_038411,mortgage,177666.5,20,2021-11-09,False
LOAN_001048,CUST_000195,business,123014.51,5,2021-04-17,True
LOAN_001049,CUST_001349,personal,1000.0,4,2022-09-09,True
LOAN_001050,CUST_001591,mortgage,348106.03,30,2022-03-29,True
LOAN_001051,CUST_000047,mortgage,246199.1,30,2023-04-11,False
LOAN_001052,CUST_001339,personal,2361.72,4,2023-08-16,False
LOAN_001053,CUST_000599,education,5000.0,15,2022-06-13,False
LOAN_001054,CUST_000853,mortgage,391322.9,30,2021-03-07,False
LOAN_001055,CUST_000057,mortgage,274162.82,30,2023-04-24,True
LOAN_001056,CUST_000845,personal,17402.34,3,2023-07-27,True
LOAN_001057,CUST_000313,personal,15100.94,2,2021-02-10,True
LOAN_001058,CUST_000375,auto,23711.07,5,2021-06-20,False
LOAN_001059,CUST_001031,mortgage,232442.41,15,2022-04-29,False
LOAN_001060,CUST_090257,personal,12078.42,4,2022-05-21,True
LOAN_001061,CUST_000261,personal,27715.05,3,2021-06-09,True
LOAN_001062,CUST_000864,personal,11250.58,3,2022-12-09,True
LOAN_001063,CUST_000580,auto,11327.44,5,2022-03-19,True
LOAN_001064,CUST_001500,business,65905.21,3,2021-01-14,True
LOAN_001065,CUST_001256,mortgage,345875.1,20,2021-09-02,False
LOAN_001066,CUST_001111,personal,13142.59,2,2021-08-22,False
LOAN_001067,CUST_001629,personal,21189.11,2,2021-04-16,True
LOAN_001068,CUST_001827,personal,1000.0,2,2023-08-24,False
LOAN_001069,CUST_000129,mortgage,270008.85,30,2021-10-16,False
LOAN_001070,CUST_000792,education,5000.0,10,2023-11-11,True
LOAN_001071,CUST_001398,mortgage,201573.17,25,2021-05-16,True
LOAN_001072,CUST_001927,mortgage,299591.35,30,2022-11-12,True
LOAN_001073,CUST_001876,mortgage,134977.26,30,2021-06-10,True
LOAN_001074,CUST_001423,personal,15036.32,5,2022-05-13,True
LOAN_001075,CUST_001303,education,28444.04,7,2023-04-10,True
LOAN_001076,CUST_001461,personal,5507.94,5,2023-02-10,True
LOAN_001077,CUST_001369,personal,21528.49,4,2021-09-01,True
LOAN_001078,CUST_001240,personal,26118.48,3,2021-10-10,True
LOAN_001079,CUST_000021,personal,17507.77,2,2021-12-10,False
LOAN_001080,CUST_000289,personal,14974.1,3,2022-01-23,True
LOAN_001081,CUST_001687,business,80999.44,7,2022-06-12,False
LOAN_001082,CUST_001379,mortgage,195240.31,20,2021-12-01,False
LOAN_001083,CUST_001629,personal,1000.0,4,2023-05-17,True
LOAN_001084,CUST_000091,business,21699.55,5,2023-08-01,True
LOAN_001085,CUST_000160,personal,21788.24,5,2022-07-10,True
LOAN_001086,CUST_001985,personal,8613.09,3,2021-08-29,True
LOAN_001087,CUST_000905,personal,25107.64,5,2021-07-29,True
LOAN_001088,CUST_000823,education,26715.56,5,2021-12-16,True
LOAN_001089,CUST_001723,auto,32785.31,6,2023-10-31,True
LOAN_001090,CUST_001564,personal,4371.82,5,2021-10-25,False
LOAN_001091,CUST_000530,education,24651.62,10,2023-08-10,True
LOAN_001092,CUST_001572,auto,20697.25,5,2023-03-19,True
LOAN_001093,CUST_001295,mortgage,312643.53,20,2021-04-07,True
LOAN_001094,CUST_000727,business,72828.65,7,2021-05-16,False
LOAN_001095,CUST_000962,auto,17709.46,3,2022-01-30,False
LOAN_001096,CUST_001894,education,19788.21,15,2022-10-07,False
LOAN_001097,CUST_000171,business,24574.71,7,2021-10-17,True
LOAN_001098,CUST_000300,business,106473.57,5,2023-07-10,True
LOAN_001099,CUST_000603,personal,25174.01,3,2021-10-16,True
LOAN_001100,CUST_001275,mortgage,389267.15,25,2021-01-18,False
LOAN_001101,CUST_001021,mortgage,362612.38,30,2021-03-14,False
LOAN_001102,CUST_000675,business,136113.56,7,2022-01-13,False
LOAN_001103,CUST_001358,personal,3875.23,2,2021-01-21,True
LOAN_001104,CUST_000073,mortgage,386770.08,30,2022-07-29,True
LOAN_001105,CUST_000830,auto,36027.73,4,2021-09-19,True
LOAN_001106,CUST_000675,mortgage,302689.02,20,2023-07-06,True
LOAN_001107,CUST_001577,personal,26213.89,5,2022-05-26,True
LOAN_001108,CUST_000290,mortgage,320117.31,15,2023-12-08,False
LOAN_001109,CUST_000806,mortgage,288666.1,30,2023-03-28,True
LOAN_001110,CUST_001732,personal,12452.58,3,2022-03-27,False
LOAN_001111,CUST_000172,business,10000.0,5,2023-05-17,True
LOAN_001112,CUST_001618,personal,19627.06,3,2021-02-05,True
LOAN_001113,CUST_000571,personal,20075.85,3,2022-01-06,True
LOAN_001114,CUST_000592,mortgage,318241.9,25,2023-09-25,False
LOAN_001115,CUST_001470,education,21067.21,5,2022-12-17,True
LOAN_001116,CUST_001009,auto,27333.3,5,2022-03-14,True
LOAN_001117,CUST_001651,business,142114.88,3,2023-10-06,False
LOAN_001118,CUST_000693,personal,11572.14,2,2023-08-12,True
LOAN_001119,CUST_000686,personal,12479.57,5,2023-02-06,True
LOAN_001120,CUST_000333,business,38961.8,3,2021-06-01,True
LOAN_001121,CUST_001904,personal,4873.7,4,2021-06-04,True
LOAN_001122,CUST_000499,mortgage,80109.13,25,2021-10-18,True
LOAN_001123,CUST_000674,mortgage,272617.16,30,2021-06-29,True
LOAN_001124,CUST_000846,mortgage,210199.52,30,2023-04-25,True
LOAN_001125,CUST_001447,education,30165.07,7,2023-10-15,False
LOAN_001126,CUST_000056,business,56514.91,3,2021-12-10,True
LOAN_001127,CUST_000937,auto,18055.22,3,2022-05-22,True
LOAN_001128,CUST_000040,personal,18104.66,3,2023-08-02,False
LOAN_001129,CUST_001609,personal,23674.08,2,2021-08-13,False
LOAN_001130,CUST_001101,mortgage,369502.51,15,2023-08-20,False
LOAN_001131,CUST_001785,auto,36322.04,7,2021-07-28,True
LOAN_001132,CUST_001546,business,82475.84,5,2022-06-11,True
LOAN_001133,CUST_000754,personal,15470.52,4,2022-05-13,False
LOAN_001134,CUST_001185,mortgage,278470.19,30,2023-10-30,False
LOAN_001135,CUST_001374,personal,12855.81,5,2023-10-01,True
LOAN_001136,CUST_000747,personal,13504.92,5,2021-12-14,True
LOAN_001137,CUST_001679,personal,12504.61,3,2022-12-22,False
LOAN_001138,CUST_001139,mortgage,154153.71,15,2022-07-25,True
LOAN_001139,CUST_001382,personal,19498.31,3,2023-04-09,True
LOAN_001140,CUST_000881,auto,18052.77,5,2023-08-21,True
LOAN_001141,CUST_000808,mortgage,55875.64,15,2021-04-28,False
LOAN_001142,CUST_001418,mortgage,252819.0,30,2021-07-10,False
LOAN_001143,CUST_000731,auto,31174.06,5,2023-08-17,True
LOAN_001144,CUST_000394,auto,48048.04,5,2023-12-11,True
LOAN_001145,CUST_000291,business,32819.51,5,2022-12-16,False
LOAN_001146,CUST_002000,personal,15154.04,5,2021-06-15,True
LOAN_001147,CUST_000906,business,128774.05,10,2021-05-05,True
LOAN_001148,CUST_000460,auto,21063.07,4,2021-03-17,False
LOAN_001149,CUST_001757,business,129534.67,3,2023-08-20,True
LOAN_001150,CUST_000982,auto,18059.74,4,2021-09-27,True
LOAN_001151,CUST_000726,personal,6334.34,3,2021-03-06,False
LOAN_001152,CUST_001131,business,47646.66,7,2023-10-21,False
LOAN_001153,CUST_000937,personal,12563.9,4,2022-02-21,False
LOAN_001154,CUST_000658,auto,22157.61,6,2021-10-07,False
LOAN_001155,CUST_000973,personal,7608.35,4,2022-02-06,True
LOAN_001156,CUST_000377,personal,20527.74,3,2022-07-20,True
LOAN_001157,CUST_001914,personal,30075.03,4,2023-02-14,True
LOAN_001158,CUST_001560,business,10000.0,5,2021-12-25,True
LOAN_001159,CUST_000965,business,112950.74,5,2021-01-12,False
LOAN_001160,CUST_001447,mortgage,229161.38,25,2022-06-21,True
LOAN_001161,CUST_001779,business,96924.3,7,2021-09-26,True
LOAN_001162,CUST_000483,auto,10470.77,5,2022-01-03,True
LOAN_001163,CUST_000354,personal,3244.68,4,2022-02-01,True
LOAN_001164,CUST_000713,auto,22603.83,6,2023-08-12,True
LOAN_001165,CUST_001949,mortgage,273761.38,20,2022-10-27,False
LOAN_001166,CUST_001708,mortgage,123853.62,30,2022-12-05,True
LOAN_001167,CUST_000082,personal,12445.46,4,2022-04-06,False
LOAN_001168,CUST_000201,business,10000.0,5,2022-04-27,True
LOAN_001169,CUST_001256,mortgage,50000.0,30,2023-07-13,True
LOAN_001170,CUST_000007,mortgage,236987.81,20,2023-09-19,True
LOAN_001171,CUST_000644,business,39704.37,7,2023-01-16,True
LOAN_001172,CUST_000428,personal,10721.97,3,2021-02-20,True
LOAN_001173,CUST_000026,mortgage,428477.74,25,2022-03-06,False
LOAN_001174,CUST_000927,business,38155.15,7,2022-07-16,True
LOAN_001175,CUST_031263,auto,15081.23,6,2021-09-19,True
LOAN_001176,CUST_001534,auto,12840.91,5,2022-12-06,False
LOAN_001177,CUST_001731,mortgage,325922.81,25,2021-02-10,False
LOAN_001178,CUST_001104,personal,29500.64,5,2022-05-28,True
LOAN_001179,CUST_001823,mortgage,395717.79,30,2022-12-01,True
LOAN_001180,CUST_000187,personal,13381.95,4,2021-02-10,True
LOAN_001181,CUST_000965,business,86287.49,7,2023-03-24,True
LOAN_001182,CUST_001306,business,117249.08,5,2021-01-11,False
LOAN_001183,CUST_000561,mortgage,390697.51,15,2021-04-19,False
LOAN_001184,CUST_000249,personal,4926.44,3,2023-07-04,True
LOAN_001185,CUST_001294,personal,12548.8,3,2023-05-13,False
LOAN_001186,CUST_001859,mortgage,253875.8,25,2023-12-11,True
LOAN_001187,CUST_000646,personal,4917.01,3,2021-06-26,True
LOAN_001188,CUST_001512,auto,18290.47,6,2023-05-05,False
LOAN_001189,CUST_000766,auto,22835.82,6,2021-10-30,True
LOAN_001190,CUST_001512,auto,45238.0,3,2021-08-06,True
LOAN_001191,CUST_001989,mortgage,243485.29,20,2022-03-20,True
LOAN_001192,CUST_001984,auto,33256.34,5,2022-05-23,True
LOAN_001193,CUST_000048,mortgage,268995.07,30,2021-07-26,False
LOAN_001194,CUST_000838,personal,6602.56,3,2021-10-20,True
LOAN_001195,CUST_001764,business,103837.99,7,2021-10-22,True
LOAN_001196,CUST_000898,personal,7375.35,4,2023-03-26,False
LOAN_001197,CUST_000175,personal,20546.06,5,2023-08-23,True
LOAN_001198,CUST_000739,mortgage,254128.81,15,2023-05-03,True
LOAN_001199,CUST_000111,auto,17717.31,6,2021-08-03,True
LOAN_001200,CUST_000219,business,48338.83,7,2022-12-21,False
LOAN_001201,CUST_001746,personal,5883.47,2,2022-10-02,True
LOAN_001202,CUST_001081,personal,15138.49,2,2022-02-12,False
LOAN_001203,CUST_000978,personal,32748.72,2,2023-02-23,False
LOAN_001204,CUST_001067,auto,30175.39,5,2023-11-07,True
LOAN_001205,CUST_000528,mortgage,243700.57,25,2021-05-02,True
LOAN_001206,CUST_001737,mortgage,212679.05,25,2023-10-06,True
LOAN_001207,CUST_001957,auto,28596.18,5,2022-12-19,True
LOAN_001208,CUST_000283,education,45909.43,10,2023-08-03,False
LOAN_001209,CUST_001183,auto,5000.0,5,2023-08-07,True
LOAN_001210,CUST_000745,mortgage,229091.7,30,2021-05-23,True
LOAN_001211,CUST_000229,personal,11433.15,5,2022-01-13,True
LOAN_001212,CUST_001006,mortgage,147423.69,30,2023-05-07,False
LOAN_001213,CUST_000110,personal,13950.56,5,2023-06-18,False
LOAN_001214,CUST_001033,personal,30525.42,4,2023-01-31,False
LOAN_001215,CUST_000733,auto,36192.15,6,2023-12-19,False
LOAN_001216,CUST_001992,auto,30430.61,5,2022-02-01,False
LOAN_001217,CUST_001618,personal,5597.61,3,2021-10-06,True
LOAN_001218,CUST_001083,personal,21288.01,5,2023-03-25,True
LOAN_001219,CUST_001199,personal,9365.99,3,2022-07-18,True
LOAN_001220,CUST_000731,mortgage,249187.42,25,2023-04-29,False
